,gene1,gene2,combined_score
6181,ENSG00000131470,ENSG00000266929,1
6182,ENSG00000266929,ENSG00000108788,1
6183,ENSG00000108788,ENSG00000266929,1
6184,ENSG00000266929,ENSG00000266962,1
6185,ENSG00000266962,ENSG00000266929,1
6186,ENSG00000108786,ENSG00000068120,1
6187,ENSG00000068120,ENSG00000108786,1
6188,ENSG00000108786,ENSG00000131470,1
6189,ENSG00000131470,ENSG00000108786,1
6190,ENSG00000108786,ENSG00000108788,1
6191,ENSG00000108788,ENSG00000108786,1
6192,ENSG00000108786,ENSG00000266962,1
6193,ENSG00000266962,ENSG00000108786,1
6194,ENSG00000068120,ENSG00000131470,1
6195,ENSG00000131470,ENSG00000068120,1
6196,ENSG00000068120,ENSG00000108788,1
6197,ENSG00000108788,ENSG00000068120,1
6198,ENSG00000068120,ENSG00000266962,1
6199,ENSG00000266962,ENSG00000068120,1
6200,ENSG00000131470,ENSG00000108788,1
6201,ENSG00000108788,ENSG00000131470,1
6202,ENSG00000131470,ENSG00000266962,1
6203,ENSG00000266962,ENSG00000131470,1
6204,ENSG00000108788,ENSG00000266962,1
6205,ENSG00000266962,ENSG00000108788,1
6206,ENSG00000286792,ENSG00000125409,1
6207,ENSG00000125409,ENSG00000286792,1
6208,ENSG00000286792,ENSG00000200437,1
6209,ENSG00000200437,ENSG00000286792,1
6210,ENSG00000125409,ENSG00000200437,1
6211,ENSG00000200437,ENSG00000125409,1
6212,ENSG00000141543,ENSG00000279259,1
6213,ENSG00000279259,ENSG00000141543,1
6214,ENSG00000141543,ENSG00000275479,1
6215,ENSG00000275479,ENSG00000141543,1
6216,ENSG00000279259,ENSG00000275479,1
6217,ENSG00000275479,ENSG00000279259,1
6218,ENSG00000172809,ENSG00000246731,1
6219,ENSG00000246731,ENSG00000172809,1
6220,ENSG00000172809,ENSG00000141540,1
6221,ENSG00000141540,ENSG00000172809,1
6222,ENSG00000246731,ENSG00000141540,1
6223,ENSG00000141540,ENSG00000246731,1
6224,ENSG00000264739,ENSG00000187688,1
6225,ENSG00000187688,ENSG00000264739,1
6226,ENSG00000229637,ENSG00000159182,1
6227,ENSG00000159182,ENSG00000229637,1
6228,ENSG00000229637,ENSG00000241788,1
6229,ENSG00000241788,ENSG00000229637,1
6230,ENSG00000229637,ENSG00000244649,1
6231,ENSG00000244649,ENSG00000229637,1
6232,ENSG00000229637,ENSG00000263602,1
6233,ENSG00000263602,ENSG00000229637,1
6234,ENSG00000229637,ENSG00000273750,1
6235,ENSG00000273750,ENSG00000229637,1
6236,ENSG00000229637,ENSG00000277542,1
6237,ENSG00000277542,ENSG00000229637,1
6238,ENSG00000229637,ENSG00000159184,1
6239,ENSG00000159184,ENSG00000229637,1
6240,ENSG00000159182,ENSG00000241788,1
6241,ENSG00000241788,ENSG00000159182,1
6242,ENSG00000159182,ENSG00000244649,1
6243,ENSG00000244649,ENSG00000159182,1
6244,ENSG00000159182,ENSG00000263602,1
6245,ENSG00000263602,ENSG00000159182,1
6246,ENSG00000159182,ENSG00000273750,1
6247,ENSG00000273750,ENSG00000159182,1
6248,ENSG00000159182,ENSG00000277542,1
6249,ENSG00000277542,ENSG00000159182,1
6250,ENSG00000159182,ENSG00000159184,1
6251,ENSG00000159184,ENSG00000159182,1
6252,ENSG00000241788,ENSG00000244649,1
6253,ENSG00000244649,ENSG00000241788,1
6254,ENSG00000241788,ENSG00000263602,1
6255,ENSG00000263602,ENSG00000241788,1
6256,ENSG00000241788,ENSG00000273750,1
6257,ENSG00000273750,ENSG00000241788,1
6258,ENSG00000241788,ENSG00000277542,1
6259,ENSG00000277542,ENSG00000241788,1
6260,ENSG00000241788,ENSG00000159184,1
6261,ENSG00000159184,ENSG00000241788,1
6262,ENSG00000244649,ENSG00000263602,1
6263,ENSG00000263602,ENSG00000244649,1
6264,ENSG00000244649,ENSG00000273750,1
6265,ENSG00000273750,ENSG00000244649,1
6266,ENSG00000244649,ENSG00000277542,1
6267,ENSG00000277542,ENSG00000244649,1
6268,ENSG00000244649,ENSG00000159184,1
6269,ENSG00000159184,ENSG00000244649,1
6270,ENSG00000263602,ENSG00000273750,1
6271,ENSG00000273750,ENSG00000263602,1
6272,ENSG00000263602,ENSG00000277542,1
6273,ENSG00000277542,ENSG00000263602,1
6274,ENSG00000263602,ENSG00000159184,1
6275,ENSG00000159184,ENSG00000263602,1
6276,ENSG00000273750,ENSG00000277542,1
6277,ENSG00000277542,ENSG00000273750,1
6278,ENSG00000273750,ENSG00000159184,1
6279,ENSG00000159184,ENSG00000273750,1
6280,ENSG00000277542,ENSG00000159184,1
6281,ENSG00000159184,ENSG00000277542,1
6282,ENSG00000262213,ENSG00000205899,1
6283,ENSG00000205899,ENSG00000262213,1
6284,ENSG00000278053,ENSG00000277501,1
6285,ENSG00000277501,ENSG00000278053,1
6286,ENSG00000278053,ENSG00000274244,1
6287,ENSG00000274244,ENSG00000278053,1
6288,ENSG00000277501,ENSG00000274244,1
6289,ENSG00000274244,ENSG00000277501,1
6290,ENSG00000214174,ENSG00000291140,1
6291,ENSG00000291140,ENSG00000214174,1
6292,ENSG00000265394,ENSG00000126653,1
6293,ENSG00000126653,ENSG00000265394,1
6294,ENSG00000265394,ENSG00000266919,1
6295,ENSG00000266919,ENSG00000265394,1
6296,ENSG00000265394,ENSG00000283935,1
6297,ENSG00000283935,ENSG00000265394,1
6298,ENSG00000265394,ENSG00000284399,1
6299,ENSG00000284399,ENSG00000265394,1
6300,ENSG00000126653,ENSG00000266919,1
6301,ENSG00000266919,ENSG00000126653,1
6302,ENSG00000126653,ENSG00000283935,1
6303,ENSG00000283935,ENSG00000126653,1
6304,ENSG00000126653,ENSG00000284399,1
6305,ENSG00000284399,ENSG00000126653,1
6306,ENSG00000266919,ENSG00000283935,1
6307,ENSG00000283935,ENSG00000266919,1
6308,ENSG00000266919,ENSG00000284399,1
6309,ENSG00000284399,ENSG00000266919,1
6310,ENSG00000283935,ENSG00000284399,1
6311,ENSG00000284399,ENSG00000283935,1
6312,ENSG00000223979,ENSG00000273948,1
6313,ENSG00000273948,ENSG00000223979,1
6314,ENSG00000223979,ENSG00000274836,1
6315,ENSG00000274836,ENSG00000223979,1
6316,ENSG00000223979,ENSG00000108557,1
6317,ENSG00000108557,ENSG00000223979,1
6318,ENSG00000273948,ENSG00000274836,1
6319,ENSG00000274836,ENSG00000273948,1
6320,ENSG00000273948,ENSG00000108557,1
6321,ENSG00000108557,ENSG00000273948,1
6322,ENSG00000274836,ENSG00000108557,1
6323,ENSG00000108557,ENSG00000274836,1
6324,ENSG00000185561,ENSG00000283824,1
6325,ENSG00000283824,ENSG00000185561,1
6326,ENSG00000185561,ENSG00000167716,1
6327,ENSG00000167716,ENSG00000185561,1
6328,ENSG00000185561,ENSG00000186594,1
6329,ENSG00000186594,ENSG00000185561,1
6330,ENSG00000283824,ENSG00000167716,1
6331,ENSG00000167716,ENSG00000283824,1
6332,ENSG00000283824,ENSG00000186594,1
6333,ENSG00000186594,ENSG00000283824,1
6334,ENSG00000167716,ENSG00000186594,1
6335,ENSG00000186594,ENSG00000167716,1
6336,ENSG00000250310,ENSG00000182575,1
6337,ENSG00000182575,ENSG00000250310,1
6338,ENSG00000250310,ENSG00000249906,1
6339,ENSG00000249906,ENSG00000250310,1
6340,ENSG00000182575,ENSG00000249906,1
6341,ENSG00000249906,ENSG00000182575,1
6342,ENSG00000237057,ENSG00000227790,1
6343,ENSG00000227790,ENSG00000237057,1
6344,ENSG00000237057,ENSG00000290377,1
6345,ENSG00000290377,ENSG00000237057,1
6346,ENSG00000227790,ENSG00000290377,1
6347,ENSG00000290377,ENSG00000227790,1
6348,ENSG00000279036,ENSG00000064300,1
6349,ENSG00000064300,ENSG00000279036,1
6350,ENSG00000262921,ENSG00000262519,1
6351,ENSG00000262519,ENSG00000262921,1
6352,ENSG00000286190,ENSG00000091592,1
6353,ENSG00000091592,ENSG00000286190,1
6354,ENSG00000286190,ENSG00000072849,1
6355,ENSG00000072849,ENSG00000286190,1
6356,ENSG00000286190,ENSG00000167842,1
6357,ENSG00000167842,ENSG00000286190,1
6358,ENSG00000091592,ENSG00000072849,1
6359,ENSG00000072849,ENSG00000091592,1
6360,ENSG00000091592,ENSG00000167842,1
6361,ENSG00000167842,ENSG00000091592,1
6362,ENSG00000072849,ENSG00000167842,1
6363,ENSG00000167842,ENSG00000072849,1
6364,ENSG00000186244,ENSG00000250186,1
6365,ENSG00000250186,ENSG00000186244,1
6366,ENSG00000186244,ENSG00000167085,1
6367,ENSG00000167085,ENSG00000186244,1
6368,ENSG00000250186,ENSG00000167085,1
6369,ENSG00000167085,ENSG00000250186,1
6370,ENSG00000266086,ENSG00000136450,1
6371,ENSG00000136450,ENSG00000266086,1
6372,ENSG00000266086,ENSG00000279069,1
6373,ENSG00000279069,ENSG00000266086,1
6374,ENSG00000136450,ENSG00000279069,1
6375,ENSG00000279069,ENSG00000136450,1
6376,ENSG00000205899,ENSG00000184811,1
6377,ENSG00000184811,ENSG00000205899,1
6378,ENSG00000141295,ENSG00000189120,1
6379,ENSG00000189120,ENSG00000141295,1
6380,ENSG00000109118,ENSG00000179761,1
6381,ENSG00000179761,ENSG00000109118,1
6382,ENSG00000109118,ENSG00000063015,1
6383,ENSG00000063015,ENSG00000109118,1
6384,ENSG00000179761,ENSG00000063015,1
6385,ENSG00000063015,ENSG00000179761,1
6386,ENSG00000184922,ENSG00000267121,1
6387,ENSG00000267121,ENSG00000184922,1
6388,ENSG00000176749,ENSG00000108671,1
6389,ENSG00000108671,ENSG00000176749,1
6390,ENSG00000141568,ENSG00000141580,1
6391,ENSG00000141580,ENSG00000141568,1
6392,ENSG00000141568,ENSG00000279613,1
6393,ENSG00000279613,ENSG00000141568,1
6394,ENSG00000141580,ENSG00000279613,1
6395,ENSG00000279613,ENSG00000141580,1
6396,ENSG00000265692,ENSG00000260563,1
6397,ENSG00000260563,ENSG00000265692,1
6398,ENSG00000167280,ENSG00000167281,1
6399,ENSG00000167281,ENSG00000167280,1
6400,ENSG00000264007,ENSG00000167549,1
6401,ENSG00000167549,ENSG00000264007,1
6402,ENSG00000264007,ENSG00000141298,1
6403,ENSG00000141298,ENSG00000264007,1
6404,ENSG00000167549,ENSG00000141298,1
6405,ENSG00000141298,ENSG00000167549,1
6406,ENSG00000267263,ENSG00000267016,1
6407,ENSG00000267016,ENSG00000267263,1
6408,ENSG00000256124,ENSG00000288605,1
6409,ENSG00000288605,ENSG00000256124,1
6410,ENSG00000171861,ENSG00000262434,1
6411,ENSG00000262434,ENSG00000171861,1
6412,ENSG00000171861,ENSG00000167699,1
6413,ENSG00000167699,ENSG00000171861,1
6414,ENSG00000262434,ENSG00000167699,1
6415,ENSG00000167699,ENSG00000262434,1
6416,ENSG00000290052,ENSG00000154217,1
6417,ENSG00000154217,ENSG00000290052,1
6418,ENSG00000202361,ENSG00000136492,1
6419,ENSG00000136492,ENSG00000202361,1
6420,ENSG00000202361,ENSG00000108506,1
6421,ENSG00000108506,ENSG00000202361,1
6422,ENSG00000136492,ENSG00000108506,1
6423,ENSG00000108506,ENSG00000136492,1
6424,ENSG00000161940,ENSG00000174327,1
6425,ENSG00000174327,ENSG00000161940,1
6426,ENSG00000161940,ENSG00000174326,1
6427,ENSG00000174326,ENSG00000161940,1
6428,ENSG00000174327,ENSG00000174326,1
6429,ENSG00000174326,ENSG00000174327,1
6430,ENSG00000276403,ENSG00000198796,1
6431,ENSG00000198796,ENSG00000276403,1
6432,ENSG00000134046,ENSG00000207233,1
6433,ENSG00000207233,ENSG00000134046,1
6434,ENSG00000266961,ENSG00000260302,1
6435,ENSG00000260302,ENSG00000266961,1
6436,ENSG00000266961,ENSG00000128789,1
6437,ENSG00000128789,ENSG00000266961,1
6438,ENSG00000260302,ENSG00000128789,1
6439,ENSG00000128789,ENSG00000260302,1
6440,ENSG00000265907,ENSG00000263606,1
6441,ENSG00000263606,ENSG00000265907,1
6442,ENSG00000265907,ENSG00000293203,1
6443,ENSG00000293203,ENSG00000265907,1
6444,ENSG00000263606,ENSG00000293203,1
6445,ENSG00000293203,ENSG00000263606,1
6446,ENSG00000197563,ENSG00000134444,1
6447,ENSG00000134444,ENSG00000197563,1
6448,ENSG00000267722,ENSG00000267478,1
6449,ENSG00000267478,ENSG00000267722,1
6450,ENSG00000267722,ENSG00000181626,1
6451,ENSG00000181626,ENSG00000267722,1
6452,ENSG00000267722,ENSG00000200827,1
6453,ENSG00000200827,ENSG00000267722,1
6454,ENSG00000267722,ENSG00000256616,1
6455,ENSG00000256616,ENSG00000267722,1
6456,ENSG00000267722,ENSG00000293189,1
6457,ENSG00000293189,ENSG00000267722,1
6458,ENSG00000267478,ENSG00000181626,1
6459,ENSG00000181626,ENSG00000267478,1
6460,ENSG00000267478,ENSG00000200827,1
6461,ENSG00000200827,ENSG00000267478,1
6462,ENSG00000267478,ENSG00000256616,1
6463,ENSG00000256616,ENSG00000267478,1
6464,ENSG00000267478,ENSG00000293189,1
6465,ENSG00000293189,ENSG00000267478,1
6466,ENSG00000181626,ENSG00000200827,1
6467,ENSG00000200827,ENSG00000181626,1
6468,ENSG00000181626,ENSG00000256616,1
6469,ENSG00000256616,ENSG00000181626,1
6470,ENSG00000181626,ENSG00000293189,1
6471,ENSG00000293189,ENSG00000181626,1
6472,ENSG00000200827,ENSG00000256616,1
6473,ENSG00000256616,ENSG00000200827,1
6474,ENSG00000200827,ENSG00000293189,1
6475,ENSG00000293189,ENSG00000200827,1
6476,ENSG00000256616,ENSG00000293189,1
6477,ENSG00000293189,ENSG00000256616,1
6478,ENSG00000267787,ENSG00000081923,1
6479,ENSG00000081923,ENSG00000267787,1
6480,ENSG00000267787,ENSG00000267040,1
6481,ENSG00000267040,ENSG00000267787,1
6482,ENSG00000081923,ENSG00000267040,1
6483,ENSG00000267040,ENSG00000081923,1
6484,ENSG00000267239,ENSG00000168675,1
6485,ENSG00000168675,ENSG00000267239,1
6486,ENSG00000277907,ENSG00000266984,1
6487,ENSG00000266984,ENSG00000277907,1
6488,ENSG00000277907,ENSG00000200872,1
6489,ENSG00000200872,ENSG00000277907,1
6490,ENSG00000266984,ENSG00000200872,1
6491,ENSG00000200872,ENSG00000266984,1
6492,ENSG00000263935,ENSG00000265962,1
6493,ENSG00000265962,ENSG00000263935,1
6494,ENSG00000264859,ENSG00000118271,1
6495,ENSG00000118271,ENSG00000264859,1
6496,ENSG00000264859,ENSG00000046604,1
6497,ENSG00000046604,ENSG00000264859,1
6498,ENSG00000118271,ENSG00000046604,1
6499,ENSG00000046604,ENSG00000118271,1
6500,ENSG00000154832,ENSG00000141644,1
6501,ENSG00000141644,ENSG00000154832,1
6502,ENSG00000177337,ENSG00000262001,1
6503,ENSG00000262001,ENSG00000177337,1
6504,ENSG00000264449,ENSG00000266846,1
6505,ENSG00000266846,ENSG00000264449,1
6506,ENSG00000264449,ENSG00000206432,1
6507,ENSG00000206432,ENSG00000264449,1
6508,ENSG00000264449,ENSG00000261738,1
6509,ENSG00000261738,ENSG00000264449,1
6510,ENSG00000266846,ENSG00000206432,1
6511,ENSG00000206432,ENSG00000266846,1
6512,ENSG00000266846,ENSG00000261738,1
6513,ENSG00000261738,ENSG00000266846,1
6514,ENSG00000206432,ENSG00000261738,1
6515,ENSG00000261738,ENSG00000206432,1
6516,ENSG00000186496,ENSG00000239683,1
6517,ENSG00000239683,ENSG00000186496,1
6518,ENSG00000265907,ENSG00000263606,1
6519,ENSG00000263606,ENSG00000265907,1
6520,ENSG00000265907,ENSG00000293203,1
6521,ENSG00000293203,ENSG00000265907,1
6522,ENSG00000263606,ENSG00000293203,1
6523,ENSG00000293203,ENSG00000263606,1
6524,ENSG00000141452,ENSG00000141458,1
6525,ENSG00000141458,ENSG00000141452,1
6526,ENSG00000263772,ENSG00000265158,1
6527,ENSG00000265158,ENSG00000263772,1
6528,ENSG00000263772,ENSG00000293306,1
6529,ENSG00000293306,ENSG00000263772,1
6530,ENSG00000265158,ENSG00000293306,1
6531,ENSG00000293306,ENSG00000265158,1
6532,ENSG00000265907,ENSG00000263606,1
6533,ENSG00000263606,ENSG00000265907,1
6534,ENSG00000265907,ENSG00000293203,1
6535,ENSG00000293203,ENSG00000265907,1
6536,ENSG00000263606,ENSG00000293203,1
6537,ENSG00000293203,ENSG00000263606,1
6538,ENSG00000266456,ENSG00000263727,1
6539,ENSG00000263727,ENSG00000266456,1
6540,ENSG00000266456,ENSG00000176890,1
6541,ENSG00000176890,ENSG00000266456,1
6542,ENSG00000266456,ENSG00000079101,1
6543,ENSG00000079101,ENSG00000266456,1
6544,ENSG00000266456,ENSG00000176912,1
6545,ENSG00000176912,ENSG00000266456,1
6546,ENSG00000263727,ENSG00000176890,1
6547,ENSG00000176890,ENSG00000263727,1
6548,ENSG00000263727,ENSG00000079101,1
6549,ENSG00000079101,ENSG00000263727,1
6550,ENSG00000263727,ENSG00000176912,1
6551,ENSG00000176912,ENSG00000263727,1
6552,ENSG00000176890,ENSG00000079101,1
6553,ENSG00000079101,ENSG00000176890,1
6554,ENSG00000176890,ENSG00000176912,1
6555,ENSG00000176912,ENSG00000176890,1
6556,ENSG00000079101,ENSG00000176912,1
6557,ENSG00000176912,ENSG00000079101,1
6558,ENSG00000118680,ENSG00000266578,1
6559,ENSG00000266578,ENSG00000118680,1
6560,ENSG00000141452,ENSG00000141458,1
6561,ENSG00000141458,ENSG00000141452,1
6562,ENSG00000177426,ENSG00000266835,1
6563,ENSG00000266835,ENSG00000177426,1
6564,ENSG00000267414,ENSG00000152217,1
6565,ENSG00000152217,ENSG00000267414,1
6566,ENSG00000264859,ENSG00000118271,1
6567,ENSG00000118271,ENSG00000264859,1
6568,ENSG00000264859,ENSG00000118271,1
6569,ENSG00000118271,ENSG00000264859,1
6570,ENSG00000264859,ENSG00000046604,1
6571,ENSG00000046604,ENSG00000264859,1
6572,ENSG00000118271,ENSG00000046604,1
6573,ENSG00000046604,ENSG00000118271,1
6574,ENSG00000104885,ENSG00000104886,1
6575,ENSG00000104886,ENSG00000104885,1
6576,ENSG00000104885,ENSG00000221411,1
6577,ENSG00000221411,ENSG00000104885,1
6578,ENSG00000104885,ENSG00000284129,1
6579,ENSG00000284129,ENSG00000104885,1
6580,ENSG00000104885,ENSG00000104897,1
6581,ENSG00000104897,ENSG00000104885,1
6582,ENSG00000104886,ENSG00000221411,1
6583,ENSG00000221411,ENSG00000104886,1
6584,ENSG00000104886,ENSG00000284129,1
6585,ENSG00000284129,ENSG00000104886,1
6586,ENSG00000104886,ENSG00000104897,1
6587,ENSG00000104897,ENSG00000104886,1
6588,ENSG00000221411,ENSG00000284129,1
6589,ENSG00000284129,ENSG00000221411,1
6590,ENSG00000221411,ENSG00000104897,1
6591,ENSG00000104897,ENSG00000221411,1
6592,ENSG00000284129,ENSG00000104897,1
6593,ENSG00000104897,ENSG00000284129,1
6594,ENSG00000133265,ENSG00000160469,1
6595,ENSG00000160469,ENSG00000133265,1
6596,ENSG00000174667,ENSG00000187847,1
6597,ENSG00000187847,ENSG00000174667,1
6598,ENSG00000174667,ENSG00000290821,1
6599,ENSG00000290821,ENSG00000174667,1
6600,ENSG00000187847,ENSG00000290821,1
6601,ENSG00000290821,ENSG00000187847,1
6602,ENSG00000167470,ENSG00000099622,1
6603,ENSG00000099622,ENSG00000167470,1
6604,ENSG00000167470,ENSG00000267493,1
6605,ENSG00000267493,ENSG00000167470,1
6606,ENSG00000099622,ENSG00000267493,1
6607,ENSG00000267493,ENSG00000099622,1
6608,ENSG00000182472,ENSG00000267892,1
6609,ENSG00000267892,ENSG00000182472,1
6610,ENSG00000182472,ENSG00000130402,1
6611,ENSG00000130402,ENSG00000182472,1
6612,ENSG00000267892,ENSG00000130402,1
6613,ENSG00000130402,ENSG00000267892,1
6614,ENSG00000267939,ENSG00000066044,1
6615,ENSG00000066044,ENSG00000267939,1
6616,ENSG00000267939,ENSG00000289255,1
6617,ENSG00000289255,ENSG00000267939,1
6618,ENSG00000066044,ENSG00000289255,1
6619,ENSG00000289255,ENSG00000066044,1
6620,ENSG00000275183,ENSG00000167617,1
6621,ENSG00000167617,ENSG00000275183,1
6622,ENSG00000275183,ENSG00000167615,1
6623,ENSG00000167615,ENSG00000275183,1
6624,ENSG00000167617,ENSG00000167615,1
6625,ENSG00000167615,ENSG00000167617,1
6626,ENSG00000269392,ENSG00000131400,1
6627,ENSG00000131400,ENSG00000269392,1
6628,ENSG00000197405,ENSG00000257704,1
6629,ENSG00000257704,ENSG00000197405,1
6630,ENSG00000105643,ENSG00000105642,1
6631,ENSG00000105642,ENSG00000105643,1
6632,ENSG00000173581,ENSG00000267523,1
6633,ENSG00000267523,ENSG00000173581,1
6634,ENSG00000173581,ENSG00000267096,1
6635,ENSG00000267096,ENSG00000173581,1
6636,ENSG00000173581,ENSG00000063244,1
6637,ENSG00000063244,ENSG00000173581,1
6638,ENSG00000267523,ENSG00000267096,1
6639,ENSG00000267096,ENSG00000267523,1
6640,ENSG00000267523,ENSG00000063244,1
6641,ENSG00000063244,ENSG00000267523,1
6642,ENSG00000267096,ENSG00000063244,1
6643,ENSG00000063244,ENSG00000267096,1
6644,ENSG00000099797,ENSG00000099795,1
6645,ENSG00000099795,ENSG00000099797,1
6646,ENSG00000099797,ENSG00000132002,1
6647,ENSG00000132002,ENSG00000099797,1
6648,ENSG00000099795,ENSG00000132002,1
6649,ENSG00000132002,ENSG00000099795,1
6650,ENSG00000205396,ENSG00000167459,1
6651,ENSG00000167459,ENSG00000205396,1
6652,ENSG00000205396,ENSG00000267609,1
6653,ENSG00000267609,ENSG00000205396,1
6654,ENSG00000205396,ENSG00000277766,1
6655,ENSG00000277766,ENSG00000205396,1
6656,ENSG00000167459,ENSG00000267609,1
6657,ENSG00000267609,ENSG00000167459,1
6658,ENSG00000167459,ENSG00000277766,1
6659,ENSG00000277766,ENSG00000167459,1
6660,ENSG00000267609,ENSG00000277766,1
6661,ENSG00000277766,ENSG00000267609,1
6662,ENSG00000238150,ENSG00000269877,1
6663,ENSG00000269877,ENSG00000238150,1
6664,ENSG00000238150,ENSG00000199031,1
6665,ENSG00000199031,ENSG00000238150,1
6666,ENSG00000238150,ENSG00000284568,1
6667,ENSG00000284568,ENSG00000238150,1
6668,ENSG00000238150,ENSG00000199095,1
6669,ENSG00000199095,ENSG00000238150,1
6670,ENSG00000238150,ENSG00000199143,1
6671,ENSG00000199143,ENSG00000238150,1
6672,ENSG00000238150,ENSG00000142405,1
6673,ENSG00000142405,ENSG00000238150,1
6674,ENSG00000238150,ENSG00000269564,1
6675,ENSG00000269564,ENSG00000238150,1
6676,ENSG00000269877,ENSG00000199031,1
6677,ENSG00000199031,ENSG00000269877,1
6678,ENSG00000269877,ENSG00000284568,1
6679,ENSG00000284568,ENSG00000269877,1
6680,ENSG00000269877,ENSG00000199095,1
6681,ENSG00000199095,ENSG00000269877,1
6682,ENSG00000269877,ENSG00000199143,1
6683,ENSG00000199143,ENSG00000269877,1
6684,ENSG00000269877,ENSG00000142405,1
6685,ENSG00000142405,ENSG00000269877,1
6686,ENSG00000269877,ENSG00000269564,1
6687,ENSG00000269564,ENSG00000269877,1
6688,ENSG00000199031,ENSG00000284568,1
6689,ENSG00000284568,ENSG00000199031,1
6690,ENSG00000199031,ENSG00000199095,1
6691,ENSG00000199095,ENSG00000199031,1
6692,ENSG00000199031,ENSG00000199143,1
6693,ENSG00000199143,ENSG00000199031,1
6694,ENSG00000199031,ENSG00000142405,1
6695,ENSG00000142405,ENSG00000199031,1
6696,ENSG00000199031,ENSG00000269564,1
6697,ENSG00000269564,ENSG00000199031,1
6698,ENSG00000284568,ENSG00000199095,1
6699,ENSG00000199095,ENSG00000284568,1
6700,ENSG00000284568,ENSG00000199143,1
6701,ENSG00000199143,ENSG00000284568,1
6702,ENSG00000284568,ENSG00000142405,1
6703,ENSG00000142405,ENSG00000284568,1
6704,ENSG00000284568,ENSG00000269564,1
6705,ENSG00000269564,ENSG00000284568,1
6706,ENSG00000199095,ENSG00000199143,1
6707,ENSG00000199143,ENSG00000199095,1
6708,ENSG00000199095,ENSG00000142405,1
6709,ENSG00000142405,ENSG00000199095,1
6710,ENSG00000199095,ENSG00000269564,1
6711,ENSG00000269564,ENSG00000199095,1
6712,ENSG00000199143,ENSG00000142405,1
6713,ENSG00000142405,ENSG00000199143,1
6714,ENSG00000199143,ENSG00000269564,1
6715,ENSG00000269564,ENSG00000199143,1
6716,ENSG00000142405,ENSG00000269564,1
6717,ENSG00000269564,ENSG00000142405,1
6718,ENSG00000187556,ENSG00000132016,1
6719,ENSG00000132016,ENSG00000187556,1
6720,ENSG00000269392,ENSG00000131400,1
6721,ENSG00000131400,ENSG00000269392,1
6722,ENSG00000269392,ENSG00000131400,1
6723,ENSG00000131400,ENSG00000269392,1
6724,ENSG00000187550,ENSG00000231274,1
6725,ENSG00000231274,ENSG00000187550,1
6726,ENSG00000204653,ENSG00000131409,1
6727,ENSG00000131409,ENSG00000204653,1
6728,ENSG00000204653,ENSG00000161677,1
6729,ENSG00000161677,ENSG00000204653,1
6730,ENSG00000204653,ENSG00000289950,1
6731,ENSG00000289950,ENSG00000204653,1
6732,ENSG00000131409,ENSG00000161677,1
6733,ENSG00000161677,ENSG00000131409,1
6734,ENSG00000131409,ENSG00000289950,1
6735,ENSG00000289950,ENSG00000131409,1
6736,ENSG00000161677,ENSG00000289950,1
6737,ENSG00000289950,ENSG00000161677,1
6738,ENSG00000188493,ENSG00000077312,1
6739,ENSG00000077312,ENSG00000188493,1
6740,ENSG00000267059,ENSG00000127540,1
6741,ENSG00000127540,ENSG00000267059,1
6742,ENSG00000267059,ENSG00000071564,1
6743,ENSG00000071564,ENSG00000267059,1
6744,ENSG00000127540,ENSG00000071564,1
6745,ENSG00000071564,ENSG00000127540,1
6746,ENSG00000271049,ENSG00000252230,1
6747,ENSG00000252230,ENSG00000271049,1
6748,ENSG00000271049,ENSG00000268683,1
6749,ENSG00000268683,ENSG00000271049,1
6750,ENSG00000252230,ENSG00000268683,1
6751,ENSG00000268683,ENSG00000252230,1
6752,ENSG00000127511,ENSG00000127533,1
6753,ENSG00000127533,ENSG00000127511,1
6754,ENSG00000127511,ENSG00000160111,1
6755,ENSG00000160111,ENSG00000127511,1
6756,ENSG00000127533,ENSG00000160111,1
6757,ENSG00000160111,ENSG00000127533,1
6758,ENSG00000269190,ENSG00000287271,1
6759,ENSG00000287271,ENSG00000269190,1
6760,ENSG00000012124,ENSG00000284034,1
6761,ENSG00000284034,ENSG00000012124,1
6762,ENSG00000012124,ENSG00000126266,1
6763,ENSG00000126266,ENSG00000012124,1
6764,ENSG00000284034,ENSG00000126266,1
6765,ENSG00000126266,ENSG00000284034,1
6766,ENSG00000105640,ENSG00000207166,1
6767,ENSG00000207166,ENSG00000105640,1
6768,ENSG00000269392,ENSG00000131400,1
6769,ENSG00000131400,ENSG00000269392,1
6770,ENSG00000269460,ENSG00000268088,1
6771,ENSG00000268088,ENSG00000269460,1
6772,ENSG00000269460,ENSG00000240320,1
6773,ENSG00000240320,ENSG00000269460,1
6774,ENSG00000268088,ENSG00000240320,1
6775,ENSG00000240320,ENSG00000268088,1
6776,ENSG00000105369,ENSG00000076928,1
6777,ENSG00000076928,ENSG00000105369,1
6778,ENSG00000186526,ENSG00000186529,1
6779,ENSG00000186529,ENSG00000186526,1
6780,ENSG00000105738,ENSG00000171804,1
6781,ENSG00000171804,ENSG00000105738,1
6782,ENSG00000105649,ENSG00000268650,1
6783,ENSG00000268650,ENSG00000105649,1
6784,ENSG00000105649,ENSG00000285188,1
6785,ENSG00000285188,ENSG00000105649,1
6786,ENSG00000105649,ENSG00000105650,1
6787,ENSG00000105650,ENSG00000105649,1
6788,ENSG00000268650,ENSG00000285188,1
